Corridor,Released_Loads,Cars_Enroute,Cars_Dwelling,Cars_Entering,snapshotdate,Date
Vancouver,1836,6059,566,1122,2017-01-13,2017-01-11
Western Canada,0,6,2,0,2017-01-13,2017-01-11
Prince Rupert,556,1045,130,310,2017-01-14,2017-01-12
Vancouver,1933,6042,598,805,2017-01-14,2017-01-12
Western Canada,0,6,2,0,2017-01-14,2017-01-12
Prince Rupert,365,1087,133,42,2017-01-15,2017-01-13
Vancouver,1780,5720,643,337,2017-01-15,2017-01-13
Western Canada,0,6,2,0,2017-01-15,2017-01-13
Prince Rupert,285,1257,129,329,2017-01-16,2017-01-14
Vancouver,1965,5414,745,591,2017-01-16,2017-01-14
Western Canada,0,5,1,0,2017-01-16,2017-01-14
Prince Rupert,621,1485,126,482,2017-01-17,2017-01-15
Vancouver,2101,5401,613,749,2017-01-17,2017-01-15
Western Canada,0,5,1,0,2017-01-17,2017-01-15
Prince Rupert,565,1567,114,118,2017-01-18,2017-01-16
Vancouver,1855,5737,675,999,2017-01-18,2017-01-16
Western Canada,0,5,1,0,2017-01-18,2017-01-16
Prince Rupert,529,1414,185,65,2017-01-19,2017-01-17
Vancouver,1631,6152,406,986,2017-01-19,2017-01-17
Western Canada,0,6,1,1,2017-01-19,2017-01-17
Prince Rupert,689,1707,91,454,2017-01-20,2017-01-18
Vancouver,1419,6551,535,1021,2017-01-20,2017-01-18
Western Canada,0,5,0,0,2017-01-20,2017-01-18
Prince Rupert,438,1829,115,215,2017-01-21,2017-01-19
Vancouver,1315,6921,600,874,2017-01-21,2017-01-19
Western Canada,0,5,0,0,2017-01-21,2017-01-19
Prince Rupert,335,2092,115,392,2017-01-22,2017-01-20
Vancouver,1694,6664,686,625,2017-01-22,2017-01-20
Western Canada,0,5,4,0,2017-01-22,2017-01-20
Prince Rupert,549,1806,16,106,2017-01-23,2017-01-21
Vancouver,2084,6280,987,618,2017-01-23,2017-01-21
Western Canada,0,5,4,0,2017-01-23,2017-01-21
Prince Rupert,547,1806,216,0,2017-01-24,2017-01-22
Vancouver,2099,6177,1090,730,2017-01-24,2017-01-22
Western Canada,3,5,4,0,2017-01-24,2017-01-22
Prince Rupert,533,1706,278,100,2017-01-25,2017-01-23
Vancouver,1991,6129,901,776,2017-01-25,2017-01-23
Western Canada,3,5,1,0,2017-01-25,2017-01-23
Prince Rupert,441,1829,675,194,2017-01-26,2017-01-24
Vancouver,1872,5988,722,582,2017-01-26,2017-01-24
Western Canada,0,2,0,1,2017-01-26,2017-01-24
Prince Rupert,504,1699,555,99,2017-01-27,2017-01-25
Vancouver,1844,5882,578,820,2017-01-27,2017-01-25
Western Canada,0,2,0,0,2017-01-27,2017-01-25
Prince Rupert,255,1883,463,188,2017-01-28,2017-01-26
Vancouver,2096,5795,561,718,2017-01-28,2017-01-26
Western Canada,3,2,0,0,2017-01-28,2017-01-26
Prince Rupert,253,1924,482,137,2017-01-29,2017-01-27
Vancouver,1984,5520,434,570,2017-01-29,2017-01-27
Western Canada,3,2,1,0,2017-01-29,2017-01-27
Prince Rupert,309,1905,608,173,2017-01-30,2017-01-28
Vancouver,1863,5754,485,937,2017-01-30,2017-01-28
Western Canada,0,2,1,0,2017-01-30,2017-01-28
Prince Rupert,634,1984,591,438,2017-01-31,2017-01-29
Vancouver,1939,5227,384,402,2017-01-31,2017-01-29
Western Canada,0,2,1,0,2017-01-31,2017-01-29
Prince Rupert,785,1988,442,265,2017-02-01,2017-01-30
Vancouver,1998,5316,549,852,2017-02-01,2017-01-30
Western Canada,0,2,1,0,2017-02-01,2017-01-30
Prince Rupert,740,1829,349,117,2017-02-02,2017-01-31
Vancouver,1926,5434,343,927,2017-02-02,2017-01-31
Western Canada,0,2,1,0,2017-02-02,2017-01-31
Prince Rupert,774,1740,206,158,2017-02-03,2017-02-01
Vancouver,2060,5269,334,674,2017-02-03,2017-02-01
Western Canada,0,2,1,0,2017-02-03,2017-02-01
Prince Rupert,472,1829,165,111,2017-02-04,2017-02-02
Vancouver,1759,5360,340,680,2017-02-04,2017-02-02
Western Canada,0,2,1,0,2017-02-04,2017-02-02
Prince Rupert,432,1869,212,203,2017-02-05,2017-02-03
Vancouver,1491,5720,322,823,2017-02-05,2017-02-03
Western Canada,0,1,0,0,2017-02-05,2017-02-03
Prince Rupert,365,1773,212,105,2017-02-06,2017-02-04
Vancouver,1625,5426,595,748,2017-02-06,2017-02-04
Western Canada,0,1,0,0,2017-02-06,2017-02-04
Prince Rupert,652,1878,220,398,2017-02-07,2017-02-05
Vancouver,2076,4795,561,248,2017-02-07,2017-02-05
Western Canada,0,1,0,0,2017-02-07,2017-02-05
Prince Rupert,666,1951,230,319,2017-02-08,2017-02-06
Vancouver,2001,4824,626,703,2017-02-08,2017-02-06
Western Canada,0,1,0,0,2017-02-08,2017-02-06
Prince Rupert,642,1832,293,165,2017-02-09,2017-02-07
Vancouver,1757,4777,405,557,2017-02-09,2017-02-07
Western Canada,0,1,0,0,2017-02-09,2017-02-07
Prince Rupert,697,1590,195,6,2017-02-10,2017-02-08
Vancouver,1691,5039,372,988,2017-02-10,2017-02-08
Western Canada,0,1,0,0,2017-02-10,2017-02-08
Prince Rupert,532,1550,183,34,2017-02-11,2017-02-09
Vancouver,1795,5001,325,673,2017-02-11,2017-02-09
Western Canada,0,1,1,0,2017-02-11,2017-02-09
Prince Rupert,320,1594,217,152,2017-02-12,2017-02-10
Vancouver,1762,5183,318,824,2017-02-12,2017-02-10
Western Canada,0,1,1,0,2017-02-12,2017-02-10
Prince Rupert,482,1646,138,218,2017-02-13,2017-02-11
Vancouver,1802,4981,332,614,2017-02-13,2017-02-11
Western Canada,0,1,1,0,2017-02-13,2017-02-11
Prince Rupert,505,1679,126,255,2017-02-14,2017-02-12
Vancouver,1975,5321,347,1075,2017-02-14,2017-02-12
Western Canada,0,1,1,0,2017-02-14,2017-02-12
Prince Rupert,495,1668,53,103,2017-02-15,2017-02-13
Vancouver,1655,5189,389,483,2017-02-15,2017-02-13
Western Canada,0,1,1,0,2017-02-15,2017-02-13
Prince Rupert,562,1741,230,305,2017-02-16,2017-02-14
Vancouver,1537,5496,213,899,2017-02-16,2017-02-14
Western Canada,0,1,1,0,2017-02-16,2017-02-14
Prince Rupert,623,1990,318,499,2017-02-17,2017-02-15
Vancouver,1524,5318,282,510,2017-02-17,2017-02-15
Western Canada,0,1,1,0,2017-02-17,2017-02-15
Prince Rupert,466,1982,337,0,2017-02-18,2017-02-16
Vancouver,1550,5639,442,834,2017-02-18,2017-02-16
Prince Rupert,338,1953,334,50,2017-02-19,2017-02-17
Vancouver,1605,5554,591,659,2017-02-19,2017-02-17
Prince Rupert,288,1740,390,0,2017-02-20,2017-02-18
Vancouver,1640,5566,622,645,2017-02-20,2017-02-18
Prince Rupert,439,1519,411,10,2017-02-21,2017-02-19
Vancouver,1646,5593,488,744,2017-02-21,2017-02-19
Prince Rupert,618,1218,473,0,2017-02-22,2017-02-20
Vancouver,1956,5593,649,956,2017-02-22,2017-02-20
Prince Rupert,878,1072,402,98,2017-02-23,2017-02-21
Vancouver,2113,5311,518,564,2017-02-23,2017-02-21
Prince Rupert,743,1001,231,207,2017-02-24,2017-02-22
Vancouver,2186,5400,504,1060,2017-02-24,2017-02-22
Prince Rupert,556,1117,134,201,2017-02-25,2017-02-23
Vancouver,2067,5515,368,875,2017-02-25,2017-02-23
Prince Rupert,543,1168,101,213,2017-02-26,2017-02-24
Vancouver,2082,5419,301,768,2017-02-26,2017-02-24
Prince Rupert,514,1459,10,513,2017-02-27,2017-02-25
Vancouver,2057,5017,321,365,2017-02-27,2017-02-25
Prince Rupert,637,1225,18,1,2017-02-28,2017-02-26
Vancouver,1938,5116,322,914,2017-02-28,2017-02-26
Prince Rupert,684,1221,16,152,2017-03-01,2017-02-27
Vancouver,2075,4967,362,778,2017-03-01,2017-02-27
Prince Rupert,599,1265,6,302,2017-03-02,2017-02-28
Vancouver,1953,4932,435,652,2017-03-02,2017-02-28
Prince Rupert,772,1082,8,112,2017-03-03,2017-03-01
Vancouver,1879,4835,207,680,2017-03-03,2017-03-01
Prince Rupert,493,1236,9,154,2017-03-04,2017-03-02
Vancouver,1749,5498,306,1290,2017-03-04,2017-03-02
Prince Rupert,285,1307,9,103,2017-03-05,2017-03-03
Vancouver,1708,5358,510,555,2017-03-05,2017-03-03
Prince Rupert,344,1120,21,94,2017-03-06,2017-03-04
Vancouver,1708,5594,252,1003,2017-03-06,2017-03-04
Prince Rupert,590,921,19,50,2017-03-07,2017-03-05
Vancouver,1673,5767,265,728,2017-03-07,2017-03-05
Prince Rupert,661,650,48,6,2017-03-08,2017-03-06
Vancouver,1863,5719,139,985,2017-03-08,2017-03-06
Prince Rupert,758,593,3,199,2017-03-09,2017-03-07
Vancouver,2056,5902,137,889,2017-03-09,2017-03-07
Prince Rupert,566,470,2,54,2017-03-10,2017-03-08
Vancouver,2045,5549,314,502,2017-03-10,2017-03-08
Prince Rupert,367,654,2,189,2017-03-11,2017-03-09
Vancouver,1667,5591,323,559,2017-03-11,2017-03-09
Prince Rupert,271,892,4,351,2017-03-12,2017-03-10
Vancouver,1927,5191,543,646,2017-03-12,2017-03-10
Prince Rupert,162,973,4,108,2017-03-13,2017-03-11
Thunder Bay,0,6,0,6,2017-03-13,2017-03-11
Vancouver,1886,5211,540,718,2017-03-13,2017-03-11
Prince Rupert,293,856,6,1,2017-03-14,2017-03-12
Thunder Bay,0,6,0,0,2017-03-14,2017-03-12
Vancouver,1883,4974,584,535,2017-03-14,2017-03-12
Prince Rupert,302,881,6,155,2017-03-15,2017-03-13
Thunder Bay,0,6,0,0,2017-03-15,2017-03-13
Vancouver,1848,5090,481,868,2017-03-15,2017-03-13
Prince Rupert,427,1018,4,340,2017-03-16,2017-03-14
Thunder Bay,0,6,0,0,2017-03-16,2017-03-14
Vancouver,2017,5064,343,721,2017-03-16,2017-03-14
Prince Rupert,576,1549,6,699,2017-03-17,2017-03-15
Thunder Bay,0,6,0,0,2017-03-17,2017-03-15
Vancouver,1855,5121,222,734,2017-03-17,2017-03-15
Prince Rupert,473,1557,4,102,2017-03-18,2017-03-16
Thunder Bay,0,6,0,0,2017-03-18,2017-03-16
Vancouver,1669,5291,110,867,2017-03-18,2017-03-16
Prince Rupert,396,1650,4,213,2017-03-19,2017-03-17
Thunder Bay,0,6,0,0,2017-03-19,2017-03-17
Vancouver,1709,5969,247,1430,2017-03-19,2017-03-17
Prince Rupert,513,1521,8,102,2017-03-20,2017-03-18
Thunder Bay,0,6,0,0,2017-03-20,2017-03-18
Vancouver,1837,5499,241,403,2017-03-20,2017-03-18
Prince Rupert,649,1302,6,50,2017-03-21,2017-03-19
Thunder Bay,0,108,0,102,2017-03-21,2017-03-19
Vancouver,1909,5035,433,363,2017-03-21,2017-03-19
Prince Rupert,671,1252,8,244,2017-03-22,2017-03-20
Thunder Bay,70,618,0,510,2017-03-22,2017-03-20
Vancouver,2007,5272,535,1070,2017-03-22,2017-03-20
Prince Rupert,715,1145,8,106,2017-03-23,2017-03-21
Thunder Bay,254,637,0,86,2017-03-23,2017-03-21
Vancouver,2077,5234,530,875,2017-03-23,2017-03-21
Prince Rupert,734,1186,6,293,2017-03-24,2017-03-22
Thunder Bay,420,1061,5,563,2017-03-24,2017-03-22
Vancouver,1873,5478,415,951,2017-03-24,2017-03-22
Prince Rupert,329,1396,108,217,2017-03-25,2017-03-23
Thunder Bay,402,1127,2,82,2017-03-25,2017-03-23
Vancouver,1966,5391,66,636,2017-03-25,2017-03-23
Prince Rupert,294,1548,108,219,2017-03-26,2017-03-24
Thunder Bay,178,1152,12,25,2017-03-26,2017-03-24
Vancouver,1853,5361,168,796,2017-03-26,2017-03-24
Prince Rupert,368,1454,109,176,2017-03-27,2017-03-25
Thunder Bay,488,968,40,133,2017-03-27,2017-03-25
Vancouver,2010,5723,127,1256,2017-03-27,2017-03-25
Prince Rupert,488,1484,109,236,2017-03-28,2017-03-26
Thunder Bay,666,1041,21,360,2017-03-28,2017-03-26
Vancouver,1836,5815,178,671,2017-03-28,2017-03-26
Prince Rupert,649,1295,145,109,2017-03-29,2017-03-27
Thunder Bay,643,1035,12,152,2017-03-29,2017-03-27
Vancouver,1482,5725,162,437,2017-03-29,2017-03-27
Prince Rupert,690,1284,108,217,2017-03-30,2017-03-28
Thunder Bay,563,1229,19,267,2017-03-30,2017-03-28
Vancouver,1704,5331,439,558,2017-03-30,2017-03-28
Prince Rupert,673,1469,137,370,2017-03-31,2017-03-29
Thunder Bay,524,1213,37,91,2017-03-31,2017-03-29
Vancouver,2220,5817,582,1427,2017-03-31,2017-03-29
Prince Rupert,504,1497,159,201,2017-04-01,2017-03-30
Thunder Bay,464,1133,24,52,2017-04-01,2017-03-30
Vancouver,2207,5765,676,714,2017-04-01,2017-03-30
Prince Rupert,514,1572,126,253,2017-04-02,2017-03-31
Thunder Bay,441,1070,75,24,2017-04-02,2017-03-31
Vancouver,2019,5297,602,419,2017-04-02,2017-03-31
Prince Rupert,643,1502,127,219,2017-04-03,2017-04-01
Thunder Bay,744,761,79,50,2017-04-03,2017-04-01
Vancouver,2123,5203,544,729,2017-04-03,2017-04-01
Prince Rupert,835,1422,128,171,2017-04-04,2017-04-02
Thunder Bay,869,873,85,336,2017-04-04,2017-04-02
Vancouver,2002,5104,477,713,2017-04-04,2017-04-02
Prince Rupert,693,1348,109,202,2017-04-05,2017-04-03
Thunder Bay,695,1255,57,482,2017-04-05,2017-04-03
Vancouver,1806,5802,610,1424,2017-04-05,2017-04-03
Western Canada,0,1,0,1,2017-04-05,2017-04-03
Prince Rupert,855,1293,115,260,2017-04-06,2017-04-04
Thunder Bay,656,1309,43,237,2017-04-06,2017-04-04
Vancouver,1799,6367,380,1340,2017-04-06,2017-04-04
Western Canada,0,1,0,0,2017-04-06,2017-04-04
Prince Rupert,723,1265,116,221,2017-04-07,2017-04-05
Thunder Bay,602,1293,12,221,2017-04-07,2017-04-05
Vancouver,1835,6167,399,634,2017-04-07,2017-04-05
Western Canada,0,1,0,0,2017-04-07,2017-04-05
Prince Rupert,541,1586,121,326,2017-04-08,2017-04-06
Thunder Bay,508,1423,10,210,2017-04-08,2017-04-06
Vancouver,1983,6072,313,669,2017-04-08,2017-04-06
Western Canada,0,1,0,0,2017-04-08,2017-04-06
Prince Rupert,377,1674,112,204,2017-04-09,2017-04-07
Thunder Bay,472,1637,11,296,2017-04-09,2017-04-07
Vancouver,2149,5891,275,803,2017-04-09,2017-04-07
Western Canada,0,1,0,0,2017-04-09,2017-04-07
Prince Rupert,290,1728,6,206,2017-04-10,2017-04-08
Thunder Bay,816,1454,10,160,2017-04-10,2017-04-08
Vancouver,2352,5789,473,711,2017-04-10,2017-04-08
Western Canada,0,1,0,0,2017-04-10,2017-04-08
Prince Rupert,474,1906,8,366,2017-04-11,2017-04-09
Thunder Bay,713,1519,19,244,2017-04-11,2017-04-09
Vancouver,2276,6031,372,1188,2017-04-11,2017-04-09
Western Canada,0,1,0,0,2017-04-11,2017-04-09
Prince Rupert,578,2055,51,414,2017-04-12,2017-04-10
Thunder Bay,799,1701,19,456,2017-04-12,2017-04-10
Vancouver,2305,5912,382,765,2017-04-12,2017-04-10
Western Canada,0,1,0,0,2017-04-12,2017-04-10
Prince Rupert,781,1790,51,71,2017-04-13,2017-04-11
Thunder Bay,725,2278,22,797,2017-04-13,2017-04-11
Vancouver,2245,6040,275,1093,2017-04-13,2017-04-11
Western Canada,0,1,0,0,2017-04-13,2017-04-11
Prince Rupert,802,1494,231,16,2017-04-14,2017-04-12
Thunder Bay,812,2263,139,239,2017-04-14,2017-04-12
Vancouver,2242,5975,376,845,2017-04-14,2017-04-12
Western Canada,0,1,0,0,2017-04-14,2017-04-12
Prince Rupert,783,1604,233,301,2017-04-15,2017-04-13
Thunder Bay,723,2212,145,117,2017-04-15,2017-04-13
Vancouver,2020,6511,419,1151,2017-04-15,2017-04-13
Western Canada,0,1,1,0,2017-04-15,2017-04-13
Prince Rupert,491,1610,198,206,2017-04-16,2017-04-14
Thunder Bay,412,2229,178,103,2017-04-16,2017-04-14
Vancouver,1283,6613,490,403,2017-04-16,2017-04-14
Western Canada,0,1,0,0,2017-04-16,2017-04-14
Prince Rupert,696,1427,176,131,2017-04-17,2017-04-15
Thunder Bay,691,2025,327,110,2017-04-17,2017-04-15
Vancouver,1538,6708,669,1003,2017-04-17,2017-04-15
Western Canada,0,1,0,0,2017-04-17,2017-04-15
Prince Rupert,806,1249,174,96,2017-04-18,2017-04-16
Thunder Bay,892,1983,204,322,2017-04-18,2017-04-16
Vancouver,1763,7003,651,964,2017-04-18,2017-04-16
Western Canada,0,1,0,0,2017-04-18,2017-04-16
Prince Rupert,861,1039,310,55,2017-04-19,2017-04-17
Thunder Bay,1238,1620,190,115,2017-04-19,2017-04-17
Vancouver,1932,7091,747,1039,2017-04-19,2017-04-17
Western Canada,0,1,0,0,2017-04-19,2017-04-17
Prince Rupert,996,839,206,106,2017-04-20,2017-04-18
Thunder Bay,1139,1820,207,343,2017-04-20,2017-04-18
Vancouver,1936,6953,551,615,2017-04-20,2017-04-18
Western Canada,0,1,0,0,2017-04-20,2017-04-18
Prince Rupert,895,998,248,364,2017-04-21,2017-04-19
Thunder Bay,1122,1703,367,328,2017-04-21,2017-04-19
Vancouver,1938,7203,606,1143,2017-04-21,2017-04-19
Western Canada,0,1,1,0,2017-04-21,2017-04-19
Prince Rupert,661,1245,93,257,2017-04-22,2017-04-20
Thunder Bay,1081,2164,239,673,2017-04-22,2017-04-20
Vancouver,1991,7168,1116,858,2017-04-22,2017-04-20
Western Canada,0,1,1,0,2017-04-22,2017-04-20
Prince Rupert,333,1438,17,236,2017-04-23,2017-04-21
Thunder Bay,668,2278,194,235,2017-04-23,2017-04-21
Vancouver,2107,6855,691,623,2017-04-23,2017-04-21
Western Canada,0,1,1,0,2017-04-23,2017-04-21
Prince Rupert,399,1253,1,70,2017-04-24,2017-04-22
Thunder Bay,958,2132,209,142,2017-04-24,2017-04-22
Vancouver,2030,6476,518,426,2017-04-24,2017-04-22
Western Canada,0,1,1,0,2017-04-24,2017-04-22
Prince Rupert,608,1002,21,50,2017-04-25,2017-04-23
Thunder Bay,1118,1990,161,282,2017-04-25,2017-04-23
Vancouver,2357,6001,533,652,2017-04-25,2017-04-23
Western Canada,0,1,1,0,2017-04-25,2017-04-23
Prince Rupert,752,929,45,254,2017-04-26,2017-04-24
Thunder Bay,943,2101,248,286,2017-04-26,2017-04-24
Vancouver,2515,6402,512,1294,2017-04-26,2017-04-24
Western Canada,0,1,1,0,2017-04-26,2017-04-24
Prince Rupert,744,960,2,210,2017-04-27,2017-04-25
Thunder Bay,889,2054,320,162,2017-04-27,2017-04-25
Vancouver,2486,6888,83,1602,2017-04-27,2017-04-25
Western Canada,1,1,1,0,2017-04-27,2017-04-25
Prince Rupert,490,1036,3,199,2017-04-28,2017-04-26
Thunder Bay,858,1815,482,114,2017-04-28,2017-04-26
Vancouver,2276,7074,227,977,2017-04-28,2017-04-26
Prince Rupert,294,1190,2,155,2017-04-29,2017-04-27
Thunder Bay,1033,1734,476,164,2017-04-29,2017-04-27
Vancouver,2044,7426,293,1146,2017-04-29,2017-04-27
Prince Rupert,82,1300,6,105,2017-04-30,2017-04-28
Thunder Bay,1273,1587,429,286,2017-04-30,2017-04-28
Vancouver,1962,6755,446,287,2017-04-30,2017-04-28
Prince Rupert,264,1265,20,201,2017-05-01,2017-04-29
Thunder Bay,1236,1457,222,247,2017-05-01,2017-04-29
Vancouver,2243,6267,413,430,2017-05-01,2017-04-29
Prince Rupert,468,1269,4,206,2017-05-02,2017-04-30
Thunder Bay,1108,1785,138,525,2017-05-02,2017-04-30
Vancouver,2331,5744,463,599,2017-05-02,2017-04-30
Prince Rupert,667,1113,7,117,2017-05-03,2017-05-01
Thunder Bay,1227,1698,49,318,2017-05-03,2017-05-01
Vancouver,2329,5909,392,1029,2017-05-03,2017-05-01
Prince Rupert,594,1185,1,339,2017-05-04,2017-05-02
Thunder Bay,1328,1612,29,227,2017-05-04,2017-05-02
Vancouver,2142,5658,265,712,2017-05-04,2017-05-02
Prince Rupert,754,1201,183,237,2017-05-05,2017-05-03
Thunder Bay,1440,1433,125,189,2017-05-05,2017-05-03
Vancouver,2279,5600,319,941,2017-05-05,2017-05-03
Prince Rupert,654,1250,183,49,2017-05-06,2017-05-04
Thunder Bay,1001,1468,300,151,2017-05-06,2017-05-04
Vancouver,2173,6311,365,1349,2017-05-06,2017-05-04
Prince Rupert,486,1284,183,228,2017-05-07,2017-05-05
Thunder Bay,877,1471,218,191,2017-05-07,2017-05-05
Vancouver,1877,5905,470,388,2017-05-07,2017-05-05
Prince Rupert,363,1334,83,213,2017-05-08,2017-05-06
Thunder Bay,575,1656,131,409,2017-05-08,2017-05-06
Vancouver,1899,5450,327,342,2017-05-08,2017-05-06
Prince Rupert,500,1655,85,463,2017-05-09,2017-05-07
Thunder Bay,705,1537,270,99,2017-05-09,2017-05-07
Vancouver,1982,5282,709,542,2017-05-09,2017-05-07
Prince Rupert,490,1510,86,1,2017-05-10,2017-05-08
Thunder Bay,889,1500,346,200,2017-05-10,2017-05-08
Vancouver,2141,5118,453,822,2017-05-10,2017-05-08
Prince Rupert,595,1582,87,350,2017-05-11,2017-05-09
Thunder Bay,869,1367,334,98,2017-05-11,2017-05-09
Vancouver,2162,5058,136,796,2017-05-11,2017-05-09
Prince Rupert,672,1498,240,187,2017-05-12,2017-05-10
Thunder Bay,736,1485,271,368,2017-05-12,2017-05-10
Vancouver,1996,5571,199,1265,2017-05-12,2017-05-10
Western Canada,0,1,0,1,2017-05-12,2017-05-10
Prince Rupert,492,1616,155,127,2017-05-13,2017-05-11
Thunder Bay,625,1443,124,104,2017-05-13,2017-05-11
Vancouver,1697,5773,336,743,2017-05-13,2017-05-11
Western Canada,0,1,0,0,2017-05-13,2017-05-11
Prince Rupert,492,1407,37,1,2017-05-14,2017-05-12
Thunder Bay,377,1490,11,49,2017-05-14,2017-05-12
Vancouver,1629,5514,443,497,2017-05-14,2017-05-12
Western Canada,0,1,0,0,2017-05-14,2017-05-12
Prince Rupert,567,1371,37,195,2017-05-15,2017-05-13
Thunder Bay,551,1455,10,267,2017-05-15,2017-05-13
Vancouver,1787,5698,457,1006,2017-05-15,2017-05-13
Western Canada,0,1,0,0,2017-05-15,2017-05-13
Prince Rupert,744,1091,249,0,2017-05-16,2017-05-14
Thunder Bay,674,1318,19,208,2017-05-16,2017-05-14
Vancouver,1920,5300,482,343,2017-05-16,2017-05-14
Western Canada,0,1,0,0,2017-05-16,2017-05-14
Prince Rupert,712,1339,211,405,2017-05-17,2017-05-15
Thunder Bay,851,1282,36,291,2017-05-17,2017-05-15
Vancouver,1963,5123,497,878,2017-05-17,2017-05-15
Western Canada,0,1,0,0,2017-05-17,2017-05-15
Prince Rupert,743,1284,212,177,2017-05-18,2017-05-16
Thunder Bay,981,1318,45,283,2017-05-18,2017-05-16
Vancouver,2323,4434,297,287,2017-05-18,2017-05-16
Western Canada,0,1,0,0,2017-05-18,2017-05-16
Prince Rupert,663,1354,77,280,2017-05-19,2017-05-17
Thunder Bay,984,1295,63,158,2017-05-19,2017-05-17
Vancouver,2487,4178,255,742,2017-05-19,2017-05-17
Western Canada,0,1,0,0,2017-05-19,2017-05-17
Prince Rupert,382,1362,76,99,2017-05-20,2017-05-18
Thunder Bay,727,1464,67,251,2017-05-20,2017-05-18
Vancouver,1992,3731,244,167,2017-05-20,2017-05-18
Western Canada,0,1,0,0,2017-05-20,2017-05-18
Prince Rupert,551,1381,2,110,2017-05-21,2017-05-19
Thunder Bay,685,1242,120,0,2017-05-21,2017-05-19
Vancouver,1744,3252,241,242,2017-05-21,2017-05-19
Western Canada,0,1,0,0,2017-05-21,2017-05-19
Prince Rupert,584,1494,99,342,2017-05-22,2017-05-20
Thunder Bay,821,1096,141,76,2017-05-22,2017-05-20
Vancouver,1733,2788,184,369,2017-05-22,2017-05-20
Western Canada,0,1,0,0,2017-05-22,2017-05-20
Prince Rupert,497,1451,101,177,2017-05-23,2017-05-21
Thunder Bay,706,1245,88,321,2017-05-23,2017-05-21
Vancouver,1524,2849,423,497,2017-05-23,2017-05-21
Western Canada,0,1,1,0,2017-05-23,2017-05-21
Prince Rupert,634,1321,5,9,2017-05-24,2017-05-22
Thunder Bay,684,1151,134,136,2017-05-24,2017-05-22
Vancouver,1216,3086,209,622,2017-05-24,2017-05-22
Western Canada,0,1,0,0,2017-05-24,2017-05-22
Prince Rupert,718,1169,81,134,2017-05-25,2017-05-23
Thunder Bay,639,1338,134,394,2017-05-25,2017-05-23
Vancouver,1073,3194,46,615,2017-05-25,2017-05-23
Western Canada,0,1,0,0,2017-05-25,2017-05-23
Prince Rupert,687,1417,82,524,2017-05-26,2017-05-24
Thunder Bay,645,1412,162,239,2017-05-26,2017-05-24
Vancouver,1317,3515,47,876,2017-05-26,2017-05-24
Western Canada,0,1,0,0,2017-05-26,2017-05-24
Prince Rupert,562,1392,105,1,2017-05-27,2017-05-25
Thunder Bay,681,1239,60,35,2017-05-27,2017-05-25
Vancouver,1083,3649,66,409,2017-05-27,2017-05-25
Western Canada,0,1,0,0,2017-05-27,2017-05-25
Prince Rupert,407,1357,104,31,2017-05-28,2017-05-26
Thunder Bay,410,1227,41,99,2017-05-28,2017-05-26
Vancouver,1062,3229,156,153,2017-05-28,2017-05-26
Western Canada,0,1,0,0,2017-05-28,2017-05-26
Prince Rupert,353,1138,144,37,2017-05-29,2017-05-27
Thunder Bay,467,1231,48,187,2017-05-29,2017-05-27
Vancouver,1560,3089,176,648,2017-05-29,2017-05-27
Western Canada,0,1,0,0,2017-05-29,2017-05-27
Prince Rupert,537,1061,173,110,2017-05-30,2017-05-28
Thunder Bay,699,1076,96,54,2017-05-30,2017-05-28
Vancouver,1923,3053,157,789,2017-05-30,2017-05-28
Western Canada,0,1,0,0,2017-05-30,2017-05-28
Prince Rupert,699,975,119,131,2017-05-31,2017-05-29
Thunder Bay,795,1042,29,181,2017-05-31,2017-05-29
